Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2009","totale",12286,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2010","totale",11965,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2011","totale",11938,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2012","totale",11985,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2013","totale",12000,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2014","totale",11693,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2009","totale",422,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2010","totale",450,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2011","totale",439,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2012","totale",406,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2013","totale",409,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2014","totale",414,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2009","totale",4340,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2010","totale",4166,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2011","totale",4232,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2012","totale",4566,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2013","totale",5028,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2014","totale",5741,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2009","totale",2674,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2010","totale",2509,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2011","totale",2414,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2012","totale",2434,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2013","totale",2352,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2014","totale",2365,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2009","totale",147312,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2010","totale",146400,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2011","totale",146683,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2012","totale",148271,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2013","totale",150058,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2014","totale",152886,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2009","totale",11359,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2010","totale",11306,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2011","totale",11309,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2012","totale",11893,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2013","totale",12302,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2014","totale",12542,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2009","totale",1499,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2010","totale",1481,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2011","totale",1534,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2012","totale",1474,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2013","totale",1537,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2014","totale",1677,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2009","totale",7407,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2010","totale",7060,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2011","totale",6896,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2012","totale",6588,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2013","totale",6447,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2014","totale",6580,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2009","totale",3392,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2010","totale",3822,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2011","totale",3952,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2012","totale",4001,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2013","totale",4011,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2014","totale",4296,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2009","totale",1200,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2010","totale",1097,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2011","totale",1184,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2012","totale",1185,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2013","totale",1072,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2014","totale",1091,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2009","totale",1655,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2010","totale",1754,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2011","totale",1870,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2012","totale",2060,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2013","totale",2218,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2014","totale",2348,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2009","totale",11118,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2010","totale",11221,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2011","totale",11425,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2012","totale",11811,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2013","totale",12063,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2014","totale",12041,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2009","totale",1046,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2010","totale",1028,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2011","totale",936,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2012","totale",726,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2013","totale",633,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2014","totale",564,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2009","totale",2559,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2010","totale",2596,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2011","totale",2611,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2012","totale",2797,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2013","totale",2816,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2014","totale",2837,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2009","totale",17549,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2010","totale",17282,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2011","totale",16993,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2012","totale",16879,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2013","totale",16692,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2014","totale",16686,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2009","totale",8280,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2010","totale",8035,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2011","totale",8007,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2012","totale",8035,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2013","totale",7974,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2014","totale",7708,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2009","totale",267,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2010","totale",278,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2011","totale",278,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2012","totale",240,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2013","totale",248,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2014","totale",253,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2009","totale",2834,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2010","totale",2715,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2011","totale",2753,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2012","totale",3073,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2013","totale",3388,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2014","totale",3846,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2009","totale",1801,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2010","totale",1682,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2011","totale",1581,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2012","totale",1584,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2013","totale",1511,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2014","totale",1489,
"iscritti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2009","totale",71966,
"iscritti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2010","totale",71357,
"iscritti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2011","totale",71329,
"iscritti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2012","totale",72346,
"iscritti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2013","totale",72912,
"iscritti - femmine","valori assoluti","secondaria II grado","totale","Toscana","2014","totale",73958,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2009","totale",893,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2010","totale",838,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2011","totale",943,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2012","totale",612,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2013","totale",735,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2014","totale",930,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2009","totale",1274,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2010","totale",1253,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2011","totale",1238,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2012","totale",929,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2013","totale",827,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2014","totale",1685,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2009","totale",1382,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2010","totale",1244,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2011","totale",1195,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2012","totale",1200,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2013","totale",846,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2014","totale",1624,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2009","totale",1159,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2010","totale",1452,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2011","totale",986,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2012","totale",959,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2013","totale",897,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2014","totale",1058,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2009","totale",236,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2010","totale",137,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2011","totale",158,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2012","totale",111,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2013","totale",126,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2014","totale",252,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2009","totale",1575,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2010","totale",1332,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2011","totale",1385,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2012","totale",1331,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2013","totale",1397,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2014","totale",1682,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2009","totale",2056,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2010","totale",2049,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2011","totale",1988,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2012","totale",1913,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2013","totale",1600,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2014","totale",2364,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2009","totale",450,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2010","totale",468,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2011","totale",334,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2012","totale",332,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2013","totale",254,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Toscana","2014","totale",249,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2009","totale",574,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2010","totale",571,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2011","totale",819,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2012","totale",423,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2013","totale",562,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Toscana","2014","totale",645,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2009","totale",1360,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2010","totale",1053,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2011","totale",1133,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2012","totale",937,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2013","totale",770,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Toscana","2014","totale",1019,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2009","totale",629,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2010","totale",353,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2011","totale",322,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2012","totale",271,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2013","totale",284,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Toscana","2014","totale",323,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2009","totale",53,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2010","totale",66,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2011","totale",35,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2012","totale",28,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2013","totale",34,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Toscana","2014","totale",36,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2009","totale",509,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2010","totale",423,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2011","totale",363,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2012","totale",364,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2013","totale",415,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Toscana","2014","totale",584,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2009","totale",307,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2010","totale",186,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2011","totale",85,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2012","totale",96,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2013","totale",149,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Toscana","2014","totale",200,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2009","totale",12457,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2010","totale",11425,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2011","totale",10984,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2012","totale",9506,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2013","totale",8896,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Toscana","2014","totale",12651,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2009","totale",703,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2010","totale",661,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2011","totale",659,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2012","totale",469,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2013","totale",550,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Toscana","2014","totale",669,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2009","totale",139,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2010","totale",124,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2011","totale",118,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2012","totale",70,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2013","totale",86,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Toscana","2014","totale",189,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2009","totale",746,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2010","totale",633,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2011","totale",596,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2012","totale",607,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2013","totale",388,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Toscana","2014","totale",830,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2009","totale",396,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2010","totale",630,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2011","totale",401,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2012","totale",412,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2013","totale",347,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Toscana","2014","totale",408,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2009","totale",111,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2010","totale",63,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2011","totale",42,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2012","totale",55,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2013","totale",46,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Toscana","2014","totale",104,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2009","totale",119,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2010","totale",102,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2011","totale",65,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2012","totale",111,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2013","totale",110,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Toscana","2014","totale",108,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2009","totale",742,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2010","totale",773,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2011","totale",771,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2012","totale",633,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2013","totale",567,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Toscana","2014","totale",870,
