Tipo dato,Misura,Ordine scolastico,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"ripetenti - maschi e femmine","valori assoluti","primaria","Lombardia","2014","non statale pubblica",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","pubblica",1400,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","pubblica",1523,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","pubblica",1544,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","pubblica",1440,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","pubblica",1618,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","privata",47,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","privata",40,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","privata",46,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","privata",41,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","privata",23,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","totale",1447,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","totale",1563,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","totale",1590,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","totale",1481,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","totale",1641,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","statale",1230,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","statale",1399,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","statale",1392,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","statale",1327,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","statale",1566,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","non statale pubblica",170,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","non statale pubblica",124,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","non statale pubblica",152,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","non statale pubblica",113,
"ripetenti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","non statale pubblica",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","pubblica",170,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","pubblica",124,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","pubblica",152,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","pubblica",113,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","pubblica",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","privata",6,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","privata",10,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","privata",4,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","totale",171,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","totale",130,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","totale",162,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","totale",114,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","totale",56,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","non statale pubblica",170,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","non statale pubblica",124,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","non statale pubblica",152,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","non statale pubblica",113,
"ripetenti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","non statale pubblica",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2011","pubblica",92,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","pubblica",92,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","pubblica",70,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2011","totale",92,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","totale",92,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","totale",70,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2011","non statale pubblica",92,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","non statale pubblica",92,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","non statale pubblica",70,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","pubblica",32,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","pubblica",60,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","pubblica",43,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","pubblica",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","privata",6,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","privata",10,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","privata",4,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","totale",38,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","totale",70,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","totale",44,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","totale",56,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","non statale pubblica",32,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","non statale pubblica",60,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","non statale pubblica",43,
"ripetenti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","non statale pubblica",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2010","pubblica",658,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2011","pubblica",758,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2012","pubblica",768,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2013","pubblica",786,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2014","pubblica",857,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2010","privata",30,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2011","privata",26,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2012","privata",25,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2013","privata",32,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2014","privata",7,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2010","totale",688,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2011","totale",784,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2012","totale",793,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2013","totale",818,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2014","totale",864,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2010","statale",658,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2011","statale",758,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2012","statale",768,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2013","statale",786,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2014","statale",857,
"ripetenti - maschi e femmine","valori assoluti","primaria","Veneto","2010","non statale pubblica",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2010","pubblica",183,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2011","pubblica",194,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2012","pubblica",170,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2013","pubblica",156,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2014","pubblica",205,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2010","privata",2,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2011","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2012","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2013","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2014","privata",4,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2010","totale",185,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2011","totale",195,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2012","totale",171,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2013","totale",157,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2014","totale",209,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2010","statale",183,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2011","statale",194,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2012","statale",170,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2013","statale",156,
"ripetenti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2014","statale",205,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2010","pubblica",389,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2011","pubblica",447,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2012","pubblica",454,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2013","pubblica",385,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2014","pubblica",504,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2010","privata",14,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2011","privata",7,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2012","privata",10,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2013","privata",7,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2014","privata",8,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2010","totale",403,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2011","totale",454,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2012","totale",464,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2013","totale",392,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2014","totale",512,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2010","statale",389,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2011","statale",447,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2012","statale",454,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2013","statale",385,
"ripetenti - maschi e femmine","valori assoluti","primaria","Emilia-Romagna","2014","statale",504,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2010","pubblica",1527,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2011","pubblica",1393,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2012","pubblica",1121,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2013","pubblica",1062,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2014","pubblica",1556,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2010","privata",38,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2011","privata",41,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2012","privata",26,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2013","privata",22,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2014","privata",45,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2010","totale",1565,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2011","totale",1434,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2012","totale",1147,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2013","totale",1084,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2014","totale",1601,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2010","statale",1527,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2011","statale",1393,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2012","statale",1121,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2013","statale",1062,
"ripetenti - maschi e femmine","valori assoluti","primaria","Centro","2014","statale",1556,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2010","pubblica",639,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2011","pubblica",351,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2012","pubblica",333,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2013","pubblica",320,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2014","pubblica",436,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2010","privata",11,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2011","privata",13,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2012","privata",8,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2013","privata",3,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2014","privata",15,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2010","totale",650,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2011","totale",364,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2012","totale",341,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2013","totale",323,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2014","totale",451,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2010","statale",639,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2011","statale",351,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2012","statale",333,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2013","statale",320,
"ripetenti - maschi e femmine","valori assoluti","primaria","Toscana","2014","statale",436,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2010","pubblica",39,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2011","pubblica",49,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2012","pubblica",44,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2013","pubblica",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2014","pubblica",76,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2010","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2011","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2012","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2013","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2014","privata",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2010","totale",40,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2011","totale",50,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2012","totale",45,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2013","totale",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2014","totale",77,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2010","statale",39,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2011","statale",49,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2012","statale",44,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2013","statale",52,
"ripetenti - maschi e femmine","valori assoluti","primaria","Umbria","2014","statale",76,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2010","pubblica",184,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2011","pubblica",183,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2012","pubblica",143,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2013","pubblica",155,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2014","pubblica",201,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2010","privata",8,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2011","privata",16,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2012","privata",9,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2013","privata",7,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2014","privata",7,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2010","totale",192,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2011","totale",199,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2012","totale",152,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2013","totale",162,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2014","totale",208,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2010","statale",184,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2011","statale",183,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2012","statale",143,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2013","statale",155,
"ripetenti - maschi e femmine","valori assoluti","primaria","Marche","2014","statale",201,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2010","pubblica",665,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2011","pubblica",810,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2012","pubblica",601,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2013","pubblica",535,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2014","pubblica",843,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2010","privata",18,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2011","privata",11,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2012","privata",8,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2013","privata",12,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2014","privata",22,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2010","totale",683,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2011","totale",821,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2012","totale",609,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2013","totale",547,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2014","totale",865,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2010","statale",665,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2011","statale",810,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2012","statale",601,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2013","statale",535,
"ripetenti - maschi e femmine","valori assoluti","primaria","Lazio","2014","statale",843,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2010","pubblica",1651,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2011","pubblica",1945,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2012","pubblica",1574,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2013","pubblica",1173,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2014","pubblica",2247,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2010","privata",286,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2011","privata",231,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2012","privata",207,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2013","privata",150,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2014","privata",271,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2010","totale",1937,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2011","totale",2176,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2012","totale",1781,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2013","totale",1323,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2014","totale",2518,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2010","statale",1647,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2011","statale",1945,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2012","statale",1574,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2013","statale",1173,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2014","statale",2245,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2010","non statale pubblica",4,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2012","non statale pubblica",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2013","non statale pubblica",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Sud","2014","non statale pubblica",2,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2010","pubblica",112,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2011","pubblica",113,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2012","pubblica",91,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2013","pubblica",76,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2014","pubblica",139,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2010","privata",3,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2011","privata",2,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2012","privata",3,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2013","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2014","privata",4,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2010","totale",115,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2011","totale",115,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2012","totale",94,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2013","totale",76,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2014","totale",143,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2010","statale",112,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2011","statale",113,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2012","statale",91,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2013","statale",76,
"ripetenti - maschi e femmine","valori assoluti","primaria","Abruzzo","2014","statale",139,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2010","pubblica",18,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2011","pubblica",28,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2012","pubblica",22,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2013","pubblica",14,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2014","pubblica",24,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2010","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2011","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2012","privata",2,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2013","privata",2,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2014","privata",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2010","totale",18,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2011","totale",28,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2012","totale",24,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2013","totale",16,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2014","totale",24,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2010","statale",18,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2011","statale",28,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2012","statale",22,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2013","statale",14,
"ripetenti - maschi e femmine","valori assoluti","primaria","Molise","2014","statale",24,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2010","pubblica",766,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2011","pubblica",886,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2012","pubblica",788,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2013","pubblica",600,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2014","pubblica",1125,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2010","privata",255,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2011","privata",199,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2012","privata",177,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2013","privata",134,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2014","privata",245,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2010","totale",1021,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2011","totale",1085,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2012","totale",965,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2013","totale",734,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2014","totale",1370,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2010","statale",765,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2011","statale",886,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2012","statale",788,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2013","statale",600,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2014","statale",1123,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2010","non statale pubblica",1,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2012","non statale pubblica",0,
"ripetenti - maschi e femmine","valori assoluti","primaria","Campania","2013","non statale pubblica",0,
