"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2007","Italy","Age reached during the year","41 years","Number","Total","7,618",""
"2007","Italy","Age reached during the year","41 years","Number","Males","3,234",""
"2007","Italy","Age reached during the year","41 years","Number","Females","4,384",""
"2007","Italy","Age reached during the year","42 years","Number","Total","7,382",""
"2007","Italy","Age reached during the year","42 years","Number","Males","3,004",""
"2007","Italy","Age reached during the year","42 years","Number","Females","4,378",""
"2007","Italy","Age reached during the year","43 years","Number","Total","7,288",""
"2007","Italy","Age reached during the year","43 years","Number","Males","2,832",""
"2007","Italy","Age reached during the year","43 years","Number","Females","4,456",""
"2007","Italy","Age reached during the year","44 years","Number","Total","7,132",""
"2007","Italy","Age reached during the year","44 years","Number","Males","2,672",""
"2007","Italy","Age reached during the year","44 years","Number","Females","4,460",""
"2007","Italy","Age reached during the year","45 years","Number","Total","6,884",""
"2007","Italy","Age reached during the year","45 years","Number","Males","2,552",""
"2007","Italy","Age reached during the year","45 years","Number","Females","4,332",""
"2007","Italy","Age reached during the year","46 years","Number","Total","6,735",""
"2007","Italy","Age reached during the year","46 years","Number","Males","2,401",""
"2007","Italy","Age reached during the year","46 years","Number","Females","4,334",""
"2007","Italy","Age reached during the year","47 years","Number","Total","6,606",""
"2007","Italy","Age reached during the year","47 years","Number","Males","2,357",""
"2007","Italy","Age reached during the year","47 years","Number","Females","4,249",""
"2007","Italy","Age reached during the year","48 years","Number","Total","6,228",""
"2007","Italy","Age reached during the year","48 years","Number","Males","2,081",""
"2007","Italy","Age reached during the year","48 years","Number","Females","4,147",""
"2007","Italy","Age reached during the year","49 years","Number","Total","5,959",""
"2007","Italy","Age reached during the year","49 years","Number","Males","1,949",""
"2007","Italy","Age reached during the year","49 years","Number","Females","4,010",""
"2007","Italy","Age reached during the year","50 years","Number","Total","5,273",""
"2007","Italy","Age reached during the year","50 years","Number","Males","1,725",""
"2007","Italy","Age reached during the year","50 years","Number","Females","3,548",""
"2007","Italy","Age reached during the year","51 years","Number","Total","4,831",""
"2007","Italy","Age reached during the year","51 years","Number","Males","1,532",""
"2007","Italy","Age reached during the year","51 years","Number","Females","3,299",""
"2007","Italy","Age reached during the year","52 years","Number","Total","4,360",""
"2007","Italy","Age reached during the year","52 years","Number","Males","1,360",""
"2007","Italy","Age reached during the year","52 years","Number","Females","3,000",""
"2007","Italy","Age reached during the year","53 years","Number","Total","3,783",""
"2007","Italy","Age reached during the year","53 years","Number","Males","1,182",""
"2007","Italy","Age reached during the year","53 years","Number","Females","2,601",""
"2007","Italy","Age reached during the year","54 years","Number","Total","3,173",""
"2007","Italy","Age reached during the year","54 years","Number","Males","965",""
"2007","Italy","Age reached during the year","54 years","Number","Females","2,208",""
"2007","Italy","Age reached during the year","55 years","Number","Total","2,831",""
"2007","Italy","Age reached during the year","55 years","Number","Males","874",""
"2007","Italy","Age reached during the year","55 years","Number","Females","1,957",""
"2007","Italy","Age reached during the year","56 years","Number","Total","2,353",""
"2007","Italy","Age reached during the year","56 years","Number","Males","743",""
"2007","Italy","Age reached during the year","56 years","Number","Females","1,610",""
"2007","Italy","Age reached during the year","57 years","Number","Total","2,295",""
"2007","Italy","Age reached during the year","57 years","Number","Males","719",""
"2007","Italy","Age reached during the year","57 years","Number","Females","1,576",""
"2007","Italy","Age reached during the year","58 years","Number","Total","2,013",""
"2007","Italy","Age reached during the year","58 years","Number","Males","655",""
"2007","Italy","Age reached during the year","58 years","Number","Females","1,358",""
"2007","Italy","Age reached during the year","59 years","Number","Total","1,637",""
"2007","Italy","Age reached during the year","59 years","Number","Males","554",""
"2007","Italy","Age reached during the year","59 years","Number","Females","1,083",""
"2007","Italy","Age reached during the year","60 years","Number","Total","1,490",""
"2007","Italy","Age reached during the year","60 years","Number","Males","574",""
"2007","Italy","Age reached during the year","60 years","Number","Females","916",""
"2007","Italy","Age reached during the year","61 years","Number","Total","1,408",""
"2007","Italy","Age reached during the year","61 years","Number","Males","594",""
"2007","Italy","Age reached during the year","61 years","Number","Females","814",""
"2007","Italy","Age reached during the year","62 years","Number","Total","1,059",""
"2007","Italy","Age reached during the year","62 years","Number","Males","467",""
"2007","Italy","Age reached during the year","62 years","Number","Females","592",""
"2007","Italy","Age reached during the year","63 years","Number","Total","984",""
"2007","Italy","Age reached during the year","63 years","Number","Males","427",""
"2007","Italy","Age reached during the year","63 years","Number","Females","557",""
"2007","Italy","Age reached during the year","64 years","Number","Total","955",""
"2007","Italy","Age reached during the year","64 years","Number","Males","440",""
"2007","Italy","Age reached during the year","64 years","Number","Females","515",""
"2007","Italy","Age reached during the year","65 years","Number","Total","1,197",""
"2007","Italy","Age reached during the year","65 years","Number","Males","629",""
"2007","Italy","Age reached during the year","65 years","Number","Females","568",""
"2007","Italy","Age reached during the year","66 years","Number","Total","972",""
"2007","Italy","Age reached during the year","66 years","Number","Males","511",""
"2007","Italy","Age reached during the year","66 years","Number","Females","461",""
"2007","Italy","Age reached during the year","67 years","Number","Total","938",""
"2007","Italy","Age reached during the year","67 years","Number","Males","469",""
"2007","Italy","Age reached during the year","67 years","Number","Females","469",""
"2007","Italy","Age reached during the year","68 years","Number","Total","759",""
"2007","Italy","Age reached during the year","68 years","Number","Males","390",""
"2007","Italy","Age reached during the year","68 years","Number","Females","369",""
"2007","Italy","Age reached during the year","69 years","Number","Total","683",""
"2007","Italy","Age reached during the year","69 years","Number","Males","320",""
"2007","Italy","Age reached during the year","69 years","Number","Females","363",""
"2007","Italy","Age reached during the year","70 years","Number","Total","607",""
"2007","Italy","Age reached during the year","70 years","Number","Males","305",""
"2007","Italy","Age reached during the year","70 years","Number","Females","302",""
"2007","Italy","Age reached during the year","71 years","Number","Total","553",""
"2007","Italy","Age reached during the year","71 years","Number","Males","287",""
"2007","Italy","Age reached during the year","71 years","Number","Females","266",""
"2007","Italy","Age reached during the year","72 years","Number","Total","485",""
"2007","Italy","Age reached during the year","72 years","Number","Males","266",""
"2007","Italy","Age reached during the year","72 years","Number","Females","219",""
"2007","Italy","Age reached during the year","73 years","Number","Total","452",""
"2007","Italy","Age reached during the year","73 years","Number","Males","254",""
"2007","Italy","Age reached during the year","73 years","Number","Females","198",""
"2007","Italy","Age reached during the year","74 years","Number","Total","372",""
"2007","Italy","Age reached during the year","74 years","Number","Males","179",""
